,file,parsed,entities,labels,position_start,position_end,has_terms
PMC7959173,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC7959173\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8019941,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8019941\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8021916,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8021916\sections\2_back\1_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8023327,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8023327\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8027102,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8027102\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8027113,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8027113\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8042212,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8042212\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8044745,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8044745\sections\1_body\8_conflict_of_interest\1_p.xml,"The authors declare that this study was partially supported by a research grant from StellaLife Inc. (Northbrook, IL, United States) who is the manufacturer of the StellaLife Vega Oral Rinse. The funder was not involved in the study design, collection, analysis, interpretation of data, the writing of this article or the decision to submit it for publication.","[StellaLife Inc., Northbrook, IL, United States]","['ORG', 'ORG', 'GPE']","[85, 102, 118]","[100, 116, 131]",False
PMC8071850,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8071850\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8072473,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8072473\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
